,City,City Latitude,City Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Price
0,Miami,25.76779,-80.199591,Graziano's,25.76727480209266,-80.1973015873007,Argentinian Restaurant,2
1,Miami,25.76779,-80.199591,Iberico Pata Negra,25.773506942637944,-80.2019376243308,Spanish Restaurant,2
2,Miami,25.76779,-80.199591,Stanzione 87,25.76649295975515,-80.1950642232015,Pizza Place,2
3,Miami,25.76779,-80.199591,Casa Tua Cucina,25.76718728445245,-80.19405878599157,Italian Restaurant,2
4,Miami,25.76779,-80.199591,Gyu-Kaku Japanese BBQ,25.761626182577956,-80.19454370091724,Japanese Restaurant,2
5,Miami,25.76779,-80.199591,Bonding,25.767502550475722,-80.19341375271382,Thai Restaurant,2
6,Miami,25.76779,-80.199591,KOMODO Restaurant,25.765441008778197,-80.19063733751284,Asian Restaurant,2
7,Miami,25.76779,-80.199591,La Centrale,25.768004689866082,-80.19298287821245,Italian Restaurant,2
8,Miami,25.76779,-80.199591,las tapas de rosa,25.766260648608796,-80.20176899259188,Spanish Restaurant,2
9,Miami,25.76779,-80.199591,P.F. Chang's,25.7652597345743,-80.19292548000976,Chinese Restaurant,2
10,Miami,25.76779,-80.199591,Tutto Pasta,25.760658948687134,-80.20029049751602,Italian Restaurant,2
11,Miami,25.76779,-80.199591,Vapiano,25.761061130205906,-80.19161171250795,Italian Restaurant,2
12,Miami,25.76779,-80.199591,SuViche,25.763462024056388,-80.19405040926158,Sushi Restaurant,2
13,Miami,25.76779,-80.199591,Meraki Greek Bistro,25.77293190298298,-80.19209127812442,Greek Restaurant,2
14,Miami,25.76779,-80.199591,Budare Bistro,25.760348764628613,-80.20139943491591,Latin American Restaurant,2
15,Miami,25.76779,-80.199591,Atelier Monnier Brickell,25.765062956367867,-80.19109362019516,Bakery,2
16,Miami,25.76779,-80.199591,Latin Cafe 2000,25.7636272,-80.1926123,Restaurant,2
17,Miami,25.76779,-80.199591,My Ceviche Brickell,25.761859026873978,-80.19302586316458,Seafood Restaurant,2
18,Miami,25.76779,-80.199591,Vero restaurant,25.77324749215981,-80.19211672636754,Italian Restaurant,2
19,Miami,25.76779,-80.199591,La Moon,25.766549179511234,-80.19522015952882,South American Restaurant,2
20,Miami,25.76779,-80.199591,Burger & Beer Joint,25.764910526815722,-80.19402419760787,Burger Joint,2
21,Miami,25.76779,-80.199591,Piola,25.762256846768754,-80.19303409910027,Italian Restaurant,2
22,Miami,25.76779,-80.199591,Rice House of Kabob,25.76450678925061,-80.19392227527442,Middle Eastern Restaurant,2
23,Miami,25.76779,-80.199591,Zuuk Mediterranean Kitchen,25.76207648535723,-80.19301372245127,Mediterranean Restaurant,2
24,Miami,25.76779,-80.199591,Boulud Sud,25.77107957579252,-80.18918998117653,Mediterranean Restaurant,2
25,Miami,25.76779,-80.199591,Novecento,25.760266990106484,-80.1924899198112,Argentinian Restaurant,2
26,Miami,25.76779,-80.199591,Fratelli Milano,25.773532,-80.189864,Italian Restaurant,2
27,Miami,25.76779,-80.199591,Steak Brasil,25.7728313,-80.1920342,Brazilian Restaurant,2
28,Miami,25.76779,-80.199591,Batch Gastropub,25.762624705205152,-80.19411703349354,Gastropub,2
29,Miami,25.76779,-80.199591,Kiki On The River,25.77778202979427,-80.20496443015097,Restaurant,2
30,Miami,25.76779,-80.199591,Jar and Fork,25.77429912380884,-80.18919225184653,American Restaurant,2
31,Miami,25.76779,-80.199591,CVI.CHE 105,25.775485666016124,-80.18855246891178,Peruvian Restaurant,2
32,Miami,25.76779,-80.199591,Crazy About You,25.761782796648205,-80.18905475731873,American Restaurant,2
33,Miami,25.76779,-80.199591,Novikov,25.771164487205866,-80.18729494832408,Asian Restaurant,2
34,Miami,25.76779,-80.199591,Big Easy Winebar & Grill,25.766898921850135,-80.19231942713468,African Restaurant,2
35,Miami,25.76779,-80.199591,Bali Cafe,25.77550113971153,-80.19029128608376,Indonesian Restaurant,2
36,Miami,25.76779,-80.199591,First Hong Kong Cafe,25.772627554380588,-80.19111397331648,Chinese Restaurant,2
37,Miami,25.76779,-80.199591,Valentia Miami,25.759319898867837,-80.192563682389,Restaurant,2
38,Miami,25.76779,-80.199591,Doce Provisions,25.767853024053796,-80.21439661995788,Cuban Restaurant,2
39,Miami,25.76779,-80.199591,Cafe Bastille,25.773441933497523,-80.18919828941107,French Restaurant,2
40,Miami,25.76779,-80.199591,N Shabu Shabu,25.76792571223621,-80.18557029933274,Japanese Restaurant,2
41,Miami,25.76779,-80.199591,elcielo By Juan Manuel Barrientos,25.77050200556606,-80.19134436367658,Latin American Restaurant,2
42,Miami,25.76779,-80.199591,Bon Fromage,25.768582958726153,-80.19067715114284,French Restaurant,2
43,Miami,25.76779,-80.199591,Obba Sushi & More,25.7568336760513,-80.19101765635462,Japanese Restaurant,2
44,Miami,25.76779,-80.199591,Bocas Grill Brickell,25.755430376393022,-80.20755529403687,Latin American Restaurant,2
45,Miami,25.76779,-80.199591,Pollos y Jarras,25.775724609000395,-80.18854524499858,Peruvian Restaurant,2
46,Miami,25.76779,-80.199591,Paseo Catracho,25.765880863560575,-80.2079522720582,Latin American Restaurant,2
47,Miami,25.76779,-80.199591,Camila's Restaurant,25.772594137870204,-80.1917320775244,Brazilian Restaurant,2
48,Miami,25.76779,-80.199591,Islander Marketplace,25.767786526215424,-80.18559871072827,Deli / Bodega,2
49,Miami,25.76779,-80.199591,Freshko Gourmet,25.773405997135765,-80.18950206301315,Middle Eastern Restaurant,2
50,Miami,25.76779,-80.199591,Chicken Kitchen,25.776139698418312,-80.19028837373928,Restaurant,2
51,Miami,25.76779,-80.199591,Nikko by Sunshine,25.7615020445725,-80.19043234619888,Japanese Restaurant,2
52,Miami,25.76779,-80.199591,Sparky's Roadside BBQ,25.77517453778948,-80.18997228155428,American Restaurant,2
53,Miami,25.76779,-80.199591,Farfalle,25.77266239883588,-80.1886662748009,Italian Restaurant,2
54,Miami,25.76779,-80.199591,LaMuse Cafe,25.770963922596977,-80.18940384521845,Eastern European Restaurant,2
55,Miami,25.76779,-80.199591,The Corner,25.7846686402424,-80.1938750708551,Gastropub,2
56,Miami,25.76779,-80.199591,Old's Havana Cuban Bar & Cocina,25.765589878833463,-80.21920725593733,Cuban Restaurant,2
57,Miami,25.76779,-80.199591,Oriental Bakery,25.7608846,-80.20069989999999,Middle Eastern Restaurant,2
58,Miami,25.76779,-80.199591,Baklava Factory,25.760325378582298,-80.20064039986201,Middle Eastern Restaurant,2
